Channel Id,Channel Url,Channel Title
UC9PIn6-XuRKZ5HmYeu46AIw,http://www.youtube.com/channel/UC9PIn6-XuRKZ5HmYeu46AIw,Barely Sociable
UC9dSTX7QKwtH7hqR4u2tyUg,http://www.youtube.com/channel/UC9dSTX7QKwtH7hqR4u2tyUg,Cresendex
UCA1mxOwASgWGYkvxN20-MBw,http://www.youtube.com/channel/UCA1mxOwASgWGYkvxN20-MBw,EvanMCGaming
UCAQM3_G8Xgzg3HJeYYHAnGQ,http://www.youtube.com/channel/UCAQM3_G8Xgzg3HJeYYHAnGQ,Kai After Kai
UCAfjFLdeQEs6gNypXYZ5iug,http://www.youtube.com/channel/UCAfjFLdeQEs6gNypXYZ5iug,sad blanket
UCBs2Y3i14e1NWQxOGliatmg,http://www.youtube.com/channel/UCBs2Y3i14e1NWQxOGliatmg,Mother's Basement
UCDAjO0-hd_RS8ZYJ4W-Iq5Q,http://www.youtube.com/channel/UCDAjO0-hd_RS8ZYJ4W-Iq5Q,Savannah Brown
UCDGbmCxt2CEZAsDh1CiWXsQ,http://www.youtube.com/channel/UCDGbmCxt2CEZAsDh1CiWXsQ,False Swipe Gaming
UCDfMKl1YWcfVigyGsSJ8OFw,http://www.youtube.com/channel/UCDfMKl1YWcfVigyGsSJ8OFw,Juno Moth
UCEBIbvoXzOphGQ7TwCQMXcA,http://www.youtube.com/channel/UCEBIbvoXzOphGQ7TwCQMXcA,Hikki of the Valley
UCEEFsubiwdPHY8P56_ssjCg,http://www.youtube.com/channel/UCEEFsubiwdPHY8P56_ssjCg,Vivi's Variety Show
UCEHXNknwbsRu73QsakWIdzQ,http://www.youtube.com/channel/UCEHXNknwbsRu73QsakWIdzQ,The8BitDrummer
UCEKrILuAs-A9G4fTNra5wJw,http://www.youtube.com/channel/UCEKrILuAs-A9G4fTNra5wJw,Diggon
UCETGYcGVQPmmRCUiwBC8FvA,http://www.youtube.com/channel/UCETGYcGVQPmmRCUiwBC8FvA,AmbientRainfall
UCEeuul0q7C8Zs5C8rc4REFQ,http://www.youtube.com/channel/UCEeuul0q7C8Zs5C8rc4REFQ,CryptoCat
UCEp20NgOZHmgWdbQdHSxgjw,http://www.youtube.com/channel/UCEp20NgOZHmgWdbQdHSxgjw,This Does Not Compute
UCFAiFyGs6oDiF1Nf-rRJpZA,http://www.youtube.com/channel/UCFAiFyGs6oDiF1Nf-rRJpZA,Technoblade
UCG5Ph9Mm6UEQLJJ-kGIC2AQ,http://www.youtube.com/channel/UCG5Ph9Mm6UEQLJJ-kGIC2AQ,OneMarcFifty
UCGJBVOiDmnPzUypFufLbkSQ,http://www.youtube.com/channel/UCGJBVOiDmnPzUypFufLbkSQ,ACLYPSE
UCGKEMK3s-ZPbjVOIuAV8clQ,http://www.youtube.com/channel/UCGKEMK3s-ZPbjVOIuAV8clQ,Core Dumped
UCGPGirOab9EGy7VH4IwmWVQ,http://www.youtube.com/channel/UCGPGirOab9EGy7VH4IwmWVQ,Travis Media
UCGllfKWPVDMIw2qIuDjLZxg,http://www.youtube.com/channel/UCGllfKWPVDMIw2qIuDjLZxg,Ben Again
UCH77uxEfWgs2Yraaq_dB_yg,http://www.youtube.com/channel/UCH77uxEfWgs2Yraaq_dB_yg,Chris Olson
UCHdoOrwo__5kf2qXwdyVdww,http://www.youtube.com/channel/UCHdoOrwo__5kf2qXwdyVdww,Jonah Aragon
UCHhnS5M4EeNduNu5vP80L0w,http://www.youtube.com/channel/UCHhnS5M4EeNduNu5vP80L0w,Moon Channel
UCHkYOD-3fZbuGhwsADBd9ZQ,http://www.youtube.com/channel/UCHkYOD-3fZbuGhwsADBd9ZQ,Lawrence Systems
UCHqDTfIX-0DGaHlWvv6JZCw,http://www.youtube.com/channel/UCHqDTfIX-0DGaHlWvv6JZCw,Lateral with Tom Scott
UCI9eybCgmaFtbhCdBy8q62Q,http://www.youtube.com/channel/UCI9eybCgmaFtbhCdBy8q62Q,mara
UCIAD5MLmNA2uiJ6ff7Y2vjw,http://www.youtube.com/channel/UCIAD5MLmNA2uiJ6ff7Y2vjw,ThunderZolt
UCIIPl-DSCC0prKxGGnJrdGQ,http://www.youtube.com/channel/UCIIPl-DSCC0prKxGGnJrdGQ,Austin John Plays
UCIjen-xV2yH2krJgEjKS9NA,http://www.youtube.com/channel/UCIjen-xV2yH2krJgEjKS9NA,Eudoxia Mysteries
UCIxzFKrH2ijrGv800LArdCQ,http://www.youtube.com/channel/UCIxzFKrH2ijrGv800LArdCQ,Mystic•Project
UCJD2CXE2Q5CAS8pVkJ93XWQ,http://www.youtube.com/channel/UCJD2CXE2Q5CAS8pVkJ93XWQ,Nikita Kryukov
UCJMyOv8E-FcNZThR9qsuJuA,http://www.youtube.com/channel/UCJMyOv8E-FcNZThR9qsuJuA,HybridHero
UCJXa3_WNNmIpewOtCHf3B0g,http://www.youtube.com/channel/UCJXa3_WNNmIpewOtCHf3B0g,LaurieWired
UCJYJgj7rzsn0vdR7fkgjuIA,http://www.youtube.com/channel/UCJYJgj7rzsn0vdR7fkgjuIA,styropyro
UCJfJWct8jN1RpCuVWk3zHTA,http://www.youtube.com/channel/UCJfJWct8jN1RpCuVWk3zHTA,Daryl Talks Games
UCJfQXIO21x6GPJqb1XJBB1A,http://www.youtube.com/channel/UCJfQXIO21x6GPJqb1XJBB1A,VeeVolt
UCKU6z8qFTgB_Qbd4e0Ji-PA,http://www.youtube.com/channel/UCKU6z8qFTgB_Qbd4e0Ji-PA,Garrett Buffington
UCKaK-XPQAbznwIISC46b1oA,http://www.youtube.com/channel/UCKaK-XPQAbznwIISC46b1oA,Rana Khalil
UCKyeVopLbqd_wRAhsuhD1Iw,http://www.youtube.com/channel/UCKyeVopLbqd_wRAhsuhD1Iw,Connor McGrath
UCL5_yRx9ujWPqH2lwD5d5_w,http://www.youtube.com/channel/UCL5_yRx9ujWPqH2lwD5d5_w,kylie boggly
UCLD2ZkdEkAKhDETsK6QeDnA,http://www.youtube.com/channel/UCLD2ZkdEkAKhDETsK6QeDnA,Farrell McGuire
UCLDnEn-TxejaDB8qm2AUhHQ,http://www.youtube.com/channel/UCLDnEn-TxejaDB8qm2AUhHQ,Marcus Hutchins
UCLd3SDjCPnuTiiI4_sGQw_Q,http://www.youtube.com/channel/UCLd3SDjCPnuTiiI4_sGQw_Q,AsukkaTV
UCMVFXjnAFK_ofFa3rxpKVaA,http://www.youtube.com/channel/UCMVFXjnAFK_ofFa3rxpKVaA,ToastyTime
UCMX31RavkfUHJvw03RbUZnA,http://www.youtube.com/channel/UCMX31RavkfUHJvw03RbUZnA,Nick Crowley
UCMiyV_Ib77XLpzHPQH_q0qQ,http://www.youtube.com/channel/UCMiyV_Ib77XLpzHPQH_q0qQ,Veronica Explains
UCMj1hxsSn3B3FhHypiRRLVw,http://www.youtube.com/channel/UCMj1hxsSn3B3FhHypiRRLVw,PlayItEssays
UCN8o3Hvgc1YnHuvi7AEJvnA,http://www.youtube.com/channel/UCN8o3Hvgc1YnHuvi7AEJvnA,UsedBooks
UCNEs6RmBQwQrr39RmDCDa8A,http://www.youtube.com/channel/UCNEs6RmBQwQrr39RmDCDa8A,Cadaber
UCNaCw0oH7Vtc0VuZudSZSMw,http://www.youtube.com/channel/UCNaCw0oH7Vtc0VuZudSZSMw,TheDelybird
UCNp89rFT0q6eFYpaTSyR87A,http://www.youtube.com/channel/UCNp89rFT0q6eFYpaTSyR87A,Ube Boobey
UCNwGa76xVVwdEVToRZBIUIg,http://www.youtube.com/channel/UCNwGa76xVVwdEVToRZBIUIg,DenshiVideo
UCNzszbnvQeFzObW0ghk0Ckw,http://www.youtube.com/channel/UCNzszbnvQeFzObW0ghk0Ckw,Dave's Garage
UCOk-gHyjcWZNj3Br4oxwh0A,http://www.youtube.com/channel/UCOk-gHyjcWZNj3Br4oxwh0A,Techno Tim
UCP_eG7JBgRWNlNIOLYS6GZA,http://www.youtube.com/channel/UCP_eG7JBgRWNlNIOLYS6GZA,crin
UCPiN9NPjIer8Do9gUFxKv7A,http://www.youtube.com/channel/UCPiN9NPjIer8Do9gUFxKv7A,InsiderPhD
UCPlSXswMETD8v1ZDFLEJIVw,http://www.youtube.com/channel/UCPlSXswMETD8v1ZDFLEJIVw,blue daze
UCQkd05iAYed2-LOmhjzDG6g,http://www.youtube.com/channel/UCQkd05iAYed2-LOmhjzDG6g,LowSpecGamer
UCQtQMEIQkh3ajtx_BMemvIA,http://www.youtube.com/channel/UCQtQMEIQkh3ajtx_BMemvIA,Visual;Conference
UCQvW_89l7f-hCMP1pzGm4xw,http://www.youtube.com/channel/UCQvW_89l7f-hCMP1pzGm4xw,Nathan Baggs
UCR-DXc1voovS8nhAvccRZhg,http://www.youtube.com/channel/UCR-DXc1voovS8nhAvccRZhg,Jeff Geerling
UCR_S2-H2eUzjELku_fUMzLg,http://www.youtube.com/channel/UCR_S2-H2eUzjELku_fUMzLg,PulseEffects
UCRcgy6GzDeccI7dkbbBna3Q,http://www.youtube.com/channel/UCRcgy6GzDeccI7dkbbBna3Q,LEMMiNO
UCRmZM0WpKzSu_27unPuyEZA,http://www.youtube.com/channel/UCRmZM0WpKzSu_27unPuyEZA,Pixel a Day
UCRq87C6FUHWWaKkImDeMVBw,http://www.youtube.com/channel/UCRq87C6FUHWWaKkImDeMVBw,Maple Circuit
UCS-WzPVpAAli-1IfEG2lN8A,http://www.youtube.com/channel/UCS-WzPVpAAli-1IfEG2lN8A,Michael MJD
UCS0N5baNlQWJCUrhCEo8WlA,http://www.youtube.com/channel/UCS0N5baNlQWJCUrhCEo8WlA,Ben Eater
UCS3lqf12QaNbpJg6h4RoNbA,http://www.youtube.com/channel/UCS3lqf12QaNbpJg6h4RoNbA,niko
UCSAYHSNaY5_UEol4_frPurg,http://www.youtube.com/channel/UCSAYHSNaY5_UEol4_frPurg,MandJTV
UCScsWMNqHAIjEUMIl7z2pbw,http://www.youtube.com/channel/UCScsWMNqHAIjEUMIl7z2pbw,RGN
UCShccf0NLU7E3USx82Vu2jQ,http://www.youtube.com/channel/UCShccf0NLU7E3USx82Vu2jQ,Amelie Doree
UCSuHzQ3GrHSzoBbwrIq3LLA,http://www.youtube.com/channel/UCSuHzQ3GrHSzoBbwrIq3LLA,Naomi Brockwell TV
UCT8zNWD58rKzauqRlXv_fOg,http://www.youtube.com/channel/UCT8zNWD58rKzauqRlXv_fOg,The Void
UCTDWASrT-T6wMBcZU4IXCKQ,http://www.youtube.com/channel/UCTDWASrT-T6wMBcZU4IXCKQ,The Cursed Judge
UCTEwUEqrf_OQ0lV4rbO_Beg,http://www.youtube.com/channel/UCTEwUEqrf_OQ0lV4rbO_Beg,Valleytech Custom Solutions
UCTMiGZ6t4wry5sk7Cso2plQ,http://www.youtube.com/channel/UCTMiGZ6t4wry5sk7Cso2plQ,dacctal
UCTWbP-2W-_6mzWLg2oZmT7Q,http://www.youtube.com/channel/UCTWbP-2W-_6mzWLg2oZmT7Q,RetroGamingNow
UCUMwY9iS8oMyWDYIe6_RmoA,http://www.youtube.com/channel/UCUMwY9iS8oMyWDYIe6_RmoA,No Boilerplate
UCUOTutZoUpcUWpWQ7VL2Hjg,http://www.youtube.com/channel/UCUOTutZoUpcUWpWQ7VL2Hjg,Internet Underground
UCUP5UhD6cMfpN4vxW3FYJLQ,http://www.youtube.com/channel/UCUP5UhD6cMfpN4vxW3FYJLQ,Sam Bent
UCUUTdohVElFLSP4NBnlPEwA,http://www.youtube.com/channel/UCUUTdohVElFLSP4NBnlPEwA,Jim's Garage
UCUlTkv4Dnuug2WVhPOe5d9w,http://www.youtube.com/channel/UCUlTkv4Dnuug2WVhPOe5d9w,NezumiVA
UCVJqrBtmimHM-Wlvhg5cdhQ,http://www.youtube.com/channel/UCVJqrBtmimHM-Wlvhg5cdhQ,Jitterybug
UCVMu_hv7V77PGt0tGF46nNw,http://www.youtube.com/channel/UCVMu_hv7V77PGt0tGF46nNw,Marcin Plaza
UCVeW9qkBjo3zosnqUbG7CFw,http://www.youtube.com/channel/UCVeW9qkBjo3zosnqUbG7CFw,John Hammond
UCW6MNdOsqv2E9AjQkv9we7A,http://www.youtube.com/channel/UCW6MNdOsqv2E9AjQkv9we7A,PwnFunction
UCW6xlqxSY3gGur4PkGPEUeA,http://www.youtube.com/channel/UCW6xlqxSY3gGur4PkGPEUeA,Seytonic
UCWglcpI-xTAXb_QYecQ2O4g,http://www.youtube.com/channel/UCWglcpI-xTAXb_QYecQ2O4g,Daniel Boctor
UCWnLn-_RWxxgUenIY80KIPw,http://www.youtube.com/channel/UCWnLn-_RWxxgUenIY80KIPw,Visual Novel Design
UCX47WxbIOjWuetHQKYGn2Eg,http://www.youtube.com/channel/UCX47WxbIOjWuetHQKYGn2Eg,kiki.mp3
UCX9HbsiytF8CZjnVGDOEiPg,http://www.youtube.com/channel/UCX9HbsiytF8CZjnVGDOEiPg,Lee Basil
UCXOSur_wiS9TK0WUhJrYrlA,http://www.youtube.com/channel/UCXOSur_wiS9TK0WUhJrYrlA,Dammit Jeff
UCXZuR0m--8BiHWSB1PkUcLQ,http://www.youtube.com/channel/UCXZuR0m--8BiHWSB1PkUcLQ,YewfNet
UCXhIq-rVvYIlRWx6gxYh8wQ,http://www.youtube.com/channel/UCXhIq-rVvYIlRWx6gxYh8wQ,RAINY MARI Project
UCY0LR5f4leMPO-O9VP4NB_A,http://www.youtube.com/channel/UCY0LR5f4leMPO-O9VP4NB_A,The Ash Files
UCY22VVoFxKRQa2eWgWeznLQ,http://www.youtube.com/channel/UCY22VVoFxKRQa2eWgWeznLQ,Bowl of Lentils
UCYNZMwgrQP7cB0wrD3t_mGA,http://www.youtube.com/channel/UCYNZMwgrQP7cB0wrD3t_mGA,darkwebSTREAMER
UCYPOFs1jpsvTutDTdz3Pxug,http://www.youtube.com/channel/UCYPOFs1jpsvTutDTdz3Pxug,Auspol Explained
UCYZXgplMrWFyBJo3voyQw-g,http://www.youtube.com/channel/UCYZXgplMrWFyBJo3voyQw-g,Ember's Journal
UCYZjlxANTfoTkK3gr6c3SOw,http://www.youtube.com/channel/UCYZjlxANTfoTkK3gr6c3SOw,ProjectMaria
UCYuizWN2ac4L7CZ-WWHZQKw,http://www.youtube.com/channel/UCYuizWN2ac4L7CZ-WWHZQKw,InfoSec Pat
UCZI7Uu2Ncm1DqDc_4kW_AtA,http://www.youtube.com/channel/UCZI7Uu2Ncm1DqDc_4kW_AtA,Morgan Evelyn Cook
UCZlp8rIcdq7ePOsDUBeGFhw,http://www.youtube.com/channel/UCZlp8rIcdq7ePOsDUBeGFhw,Ayrei
UC_0e1271DHhRyiDIuX6B6aQ,http://www.youtube.com/channel/UC_0e1271DHhRyiDIuX6B6aQ,ThatGuyGlen
UC_TbCjiWKzDwJ1PdsTHeQBA,http://www.youtube.com/channel/UC_TbCjiWKzDwJ1PdsTHeQBA,Lewtwo
UC_j_VPxZR7oel_KEkvIHrbQ,http://www.youtube.com/channel/UC_j_VPxZR7oel_KEkvIHrbQ,Y24U
UC_ydHnJmnFxGHgPa3KT0yUg,http://www.youtube.com/channel/UC_ydHnJmnFxGHgPa3KT0yUg,steinful
UC_zBdZ0_H_jn41FDRG7q4Tw,http://www.youtube.com/channel/UC_zBdZ0_H_jn41FDRG7q4Tw,Vimjoyer
UCaGOgwGKnDVOKY0DrFsBAiA,http://www.youtube.com/channel/UCaGOgwGKnDVOKY0DrFsBAiA,ScareTheater
UCaQxAlvWL4079nf3HGbThYA,http://www.youtube.com/channel/UCaQxAlvWL4079nf3HGbThYA,JPR
UCaWivG6OCoPeKZ2aP3D6ffQ,http://www.youtube.com/channel/UCaWivG6OCoPeKZ2aP3D6ffQ,Team Technoblade
UCaugI7lFpgUd6uB-DPMheKA,http://www.youtube.com/channel/UCaugI7lFpgUd6uB-DPMheKA,KyotoRobato
UCbWcXB0PoqOsAvAdfzWMf0w,http://www.youtube.com/channel/UCbWcXB0PoqOsAvAdfzWMf0w,Fredrik Knudsen
UCbXuFrNGSKcmZY_5DwYz4Ew,http://www.youtube.com/channel/UCbXuFrNGSKcmZY_5DwYz4Ew,pokeaimMD
UCbgRw_yk53hVtNXEX2DtyDQ,http://www.youtube.com/channel/UCbgRw_yk53hVtNXEX2DtyDQ,BSides Canberra
UCc9pRsDLfxAV7E_UVyhXGVg,http://www.youtube.com/channel/UCc9pRsDLfxAV7E_UVyhXGVg,MasonCMusic
UCcDgRYWz-55ny3FqU7zBBaw,http://www.youtube.com/channel/UCcDgRYWz-55ny3FqU7zBBaw,Detective Mar
UCcY_-mkCVSd8LwkOFN-GkPQ,http://www.youtube.com/channel/UCcY_-mkCVSd8LwkOFN-GkPQ,SillyPau
UCch9Dmg5Juwp8MZGvAmAp4Q,http://www.youtube.com/channel/UCch9Dmg5Juwp8MZGvAmAp4Q,VIVINOS
UCchWU8ta6L-Dy3rGIxPINzw,http://www.youtube.com/channel/UCchWU8ta6L-Dy3rGIxPINzw,ReignBot
UCcoO-8J0EYQHGPFQqwmAzVQ,http://www.youtube.com/channel/UCcoO-8J0EYQHGPFQqwmAzVQ,exurb2a
UCdinNuLY0u98gs5wLRqmPdw,http://www.youtube.com/channel/UCdinNuLY0u98gs5wLRqmPdw,threadbare
UCdzL8ezldJlQnJBPAn993ng,http://www.youtube.com/channel/UCdzL8ezldJlQnJBPAn993ng,Reddoliche2
UCe1XMEMdqiZouxbuoHKupjw,http://www.youtube.com/channel/UCe1XMEMdqiZouxbuoHKupjw,co2goldy
UCeKOGzYzL2JKUpW1IxS-jCA,http://www.youtube.com/channel/UCeKOGzYzL2JKUpW1IxS-jCA,PrettyBored
UCeTQgkJONcvS3ahObgG0Kgw,http://www.youtube.com/channel/UCeTQgkJONcvS3ahObgG0Kgw,Val
UCeTfBygNb1TahcNpZyELO8g,http://www.youtube.com/channel/UCeTfBygNb1TahcNpZyELO8g,Jacob Geller
UCey1WBhNthBx0vDy-pHe9uw,http://www.youtube.com/channel/UCey1WBhNthBx0vDy-pHe9uw,Megsy Recovery
UCf-cfRJyxATGTgWGiFkFUWA,http://www.youtube.com/channel/UCf-cfRJyxATGTgWGiFkFUWA,Adam Duff LUCIDPIXUL
UCf-zZlnKMDbq1D4r5bIOCFQ,http://www.youtube.com/channel/UCf-zZlnKMDbq1D4r5bIOCFQ,Shameless Nerd
UCfJc2j7TbUN-Njs3uCatIEw,http://www.youtube.com/channel/UCfJc2j7TbUN-Njs3uCatIEw,Livvvid
UCfupAKTjwrVvuYh4U38g8bA,http://www.youtube.com/channel/UCfupAKTjwrVvuYh4U38g8bA,auranym
UCg0Zop3z79GQRzyrOOWtptw,http://www.youtube.com/channel/UCg0Zop3z79GQRzyrOOWtptw,Sacrow
UCg2yQh9b3Wg-pOMxmADLLXw,http://www.youtube.com/channel/UCg2yQh9b3Wg-pOMxmADLLXw,Bess
UCgOVPjN77PWVlc2PMETqMiA,http://www.youtube.com/channel/UCgOVPjN77PWVlc2PMETqMiA,Weeby Newz
UCgVm8xdaCcTFZWkJQ8NbEqA,http://www.youtube.com/channel/UCgVm8xdaCcTFZWkJQ8NbEqA,ceicocat
UCgdTVe88YVSrOZ9qKumhULQ,http://www.youtube.com/channel/UCgdTVe88YVSrOZ9qKumhULQ,Hardware Haven
UCgfe2ooZD3VJPB6aJAnuQng,http://www.youtube.com/channel/UCgfe2ooZD3VJPB6aJAnuQng,bycloud
UCgjTkDkNo3wNnOT6Vj1bJrw,http://www.youtube.com/channel/UCgjTkDkNo3wNnOT6Vj1bJrw,StrawHatMidas
UCgmI-uiLLAg--vDe7FFdekA,http://www.youtube.com/channel/UCgmI-uiLLAg--vDe7FFdekA,Slightly Sociable
UCgo1RgtW6Q5MQ7dtmd_HUzg,http://www.youtube.com/channel/UCgo1RgtW6Q5MQ7dtmd_HUzg,The August Hail
UChLACeik8p6fqzpk9uLjdbw,http://www.youtube.com/channel/UChLACeik8p6fqzpk9uLjdbw,owiebrainhurts
UChO9OAH57Flz35RRX__E25A,http://www.youtube.com/channel/UChO9OAH57Flz35RRX__E25A,0xdf
UCi9xQaR7l5EMW2yY3fnYL6w,http://www.youtube.com/channel/UCi9xQaR7l5EMW2yY3fnYL6w,Bad Ghosts
UCiAURIYqFJETpRJSB7erzyg,http://www.youtube.com/channel/UCiAURIYqFJETpRJSB7erzyg,Might & Stone
UCiO0K2xt5irIN6x13FNzYTg,http://www.youtube.com/channel/UCiO0K2xt5irIN6x13FNzYTg,Data Slayer
